pred: 7.77 deg. took: 10.05 ms | cam=0.82 prep=1.47 pred=7.76
pred: 11.70 deg. took: 10.20 ms | cam=0.81 prep=1.45 pred=7.95
pred: 15.86 deg. took: 10.44 ms | cam=0.89 prep=1.47 pred=8.07
pred: 9.91 deg. took: 10.32 ms | cam=0.83 prep=1.54 pred=7.95
pred: 6.63 deg. took: 10.40 ms | cam=0.86 prep=1.51 pred=8.02
pred: 5.72 deg. took: 10.22 ms | cam=0.82 prep=1.51 pred=7.88
pred: 3.93 deg. took: 10.39 ms | cam=0.82 prep=1.45 pred=8.12
pred: 4.99 deg. took: 10.44 ms | cam=0.87 prep=1.45 pred=8.13
pred: 5.74 deg. took: 10.40 ms | cam=0.86 prep=1.47 pred=8.07
pred: 13.77 deg. took: 10.28 ms | cam=0.88 prep=1.43 pred=7.97
pred: 13.42 deg. took: 10.98 ms | cam=0.85 prep=1.45 pred=8.67
pred: 21.00 deg. took: 17.86 ms | cam=0.83 prep=1.48 pred=15.55
pred: 27.24 deg. took: 10.29 ms | cam=0.87 prep=1.43 pred=7.99
pred: 24.80 deg. took: 10.44 ms | cam=0.85 prep=1.44 pred=8.15
pred: 24.43 deg. took: 10.56 ms | cam=0.86 prep=1.42 pred=8.28
pred: 24.63 deg. took: 10.48 ms | cam=0.85 prep=1.46 pred=8.17
pred: 29.77 deg. took: 10.53 ms | cam=0.82 prep=1.45 pred=8.26
pred: 30.33 deg. took: 10.23 ms | cam=0.84 prep=1.41 pred=7.98
pred: 29.62 deg. took: 10.56 ms | cam=0.83 prep=1.49 pred=8.24
pred: 29.01 deg. took: 10.16 ms | cam=0.90 prep=1.44 pred=7.82
pred: 25.90 deg. took: 10.44 ms | cam=0.85 prep=1.44 pred=8.15
pred: 27.28 deg. took: 11.36 ms | cam=0.82 prep=1.48 pred=9.06
pred: 29.33 deg. took: 10.21 ms | cam=0.85 prep=1.45 pred=7.91
pred: 29.92 deg. took: 10.23 ms | cam=0.84 prep=1.44 pred=7.95
pred: 28.94 deg. took: 10.50 ms | cam=0.82 prep=1.42 pred=8.25
pred: 27.42 deg. took: 10.28 ms | cam=0.83 prep=1.47 pred=7.99
pred: 25.91 deg. took: 10.62 ms | cam=0.82 prep=1.49 pred=8.31
pred: 25.71 deg. took: 10.14 ms | cam=0.85 prep=1.50 pred=7.80
pred: 24.25 deg. took: 10.41 ms | cam=0.85 prep=1.49 pred=8.06
pred: 24.05 deg. took: 10.77 ms | cam=0.86 prep=1.51 pred=8.40
pred: 24.64 deg. took: 10.48 ms | cam=0.83 prep=1.51 pred=8.14
pred: 25.19 deg. took: 11.26 ms | cam=0.89 prep=1.46 pred=8.91
pred: 26.24 deg. took: 10.23 ms | cam=0.84 prep=1.49 pred=7.91
pred: 25.96 deg. took: 10.27 ms | cam=0.83 prep=1.48 pred=7.95
pred: 24.80 deg. took: 10.40 ms | cam=0.91 prep=1.46 pred=8.03
pred: 24.91 deg. took: 10.25 ms | cam=0.82 prep=1.46 pred=7.98
pred: 25.61 deg. took: 12.61 ms | cam=0.82 prep=1.47 pred=10.32
pred: 25.50 deg. took: 10.61 ms | cam=0.86 prep=1.47 pred=8.28
pred: 25.51 deg. took: 10.31 ms | cam=0.88 prep=1.43 pred=7.99
pred: 25.93 deg. took: 10.10 ms | cam=0.86 prep=1.46 pred=7.78
pred: 25.33 deg. took: 10.64 ms | cam=0.81 prep=1.39 pred=8.44
pred: 25.59 deg. took: 10.98 ms | cam=0.82 prep=1.51 pred=8.65
pred: 24.49 deg. took: 10.42 ms | cam=0.84 prep=1.47 pred=8.10
pred: 24.59 deg. took: 10.60 ms | cam=0.82 prep=1.48 pred=8.29
pred: 21.62 deg. took: 14.29 ms | cam=0.90 prep=1.48 pred=11.91
pred: 21.24 deg. took: 10.38 ms | cam=0.82 prep=1.48 pred=8.08
pred: 22.82 deg. took: 10.53 ms | cam=0.84 prep=1.49 pred=8.20
pred: 24.41 deg. took: 10.90 ms | cam=0.85 prep=1.57 pred=8.48
pred: 23.57 deg. took: 10.20 ms | cam=0.82 prep=1.45 pred=7.93
pred: 23.26 deg. took: 10.70 ms | cam=0.87 prep=1.43 pred=8.40
pred: 24.02 deg. took: 10.33 ms | cam=0.86 prep=1.47 pred=7.99
pred: 25.03 deg. took: 10.09 ms | cam=0.81 prep=1.40 pred=7.88
pred: 25.22 deg. took: 10.20 ms | cam=0.84 prep=1.47 pred=7.90
pred: 26.32 deg. took: 10.44 ms | cam=0.82 prep=1.44 pred=8.17
pred: 25.85 deg. took: 10.31 ms | cam=0.88 prep=1.47 pred=7.96
pred: 27.31 deg. took: 10.26 ms | cam=0.82 prep=1.47 pred=7.97
pred: 30.95 deg. took: 10.19 ms | cam=0.86 prep=1.43 pred=7.90
pred: 29.96 deg. took: 10.31 ms | cam=0.85 prep=1.45 pred=8.01
pred: 28.27 deg. took: 10.31 ms | cam=0.83 prep=1.42 pred=8.05
pred: 28.49 deg. took: 11.03 ms | cam=0.87 prep=1.45 pred=8.71
pred: 26.25 deg. took: 11.25 ms | cam=0.83 prep=1.46 pred=8.97
pred: 24.37 deg. took: 10.43 ms | cam=0.87 prep=1.47 pred=8.09
pred: 23.19 deg. took: 10.40 ms | cam=0.85 prep=1.42 pred=8.13
pred: 22.67 deg. took: 10.53 ms | cam=0.75 prep=1.38 pred=8.40
pred: 24.18 deg. took: 10.30 ms | cam=0.85 prep=1.40 pred=8.05
pred: 22.09 deg. took: 10.75 ms | cam=0.86 prep=1.47 pred=8.42
pred: 23.08 deg. took: 10.57 ms | cam=0.86 prep=1.48 pred=8.24
pred: 22.48 deg. took: 10.34 ms | cam=0.85 prep=1.46 pred=8.04
pred: 22.14 deg. took: 10.40 ms | cam=0.85 prep=1.46 pred=8.09
pred: 23.41 deg. took: 10.34 ms | cam=0.85 prep=1.47 pred=8.02
pred: 23.38 deg. took: 10.36 ms | cam=0.83 prep=1.41 pred=8.12
pred: 24.22 deg. took: 10.34 ms | cam=0.88 prep=1.49 pred=7.97
pred: 24.49 deg. took: 10.39 ms | cam=0.85 prep=1.44 pred=8.11
pred: 22.32 deg. took: 10.43 ms | cam=0.84 prep=1.42 pred=8.17
pred: 24.77 deg. took: 10.26 ms | cam=0.86 prep=1.43 pred=7.97
pred: 25.42 deg. took: 10.42 ms | cam=0.82 prep=1.40 pred=8.19
pred: 26.88 deg. took: 10.31 ms | cam=0.87 prep=1.44 pred=8.00
pred: 27.03 deg. took: 10.35 ms | cam=0.84 prep=1.41 pred=8.09
pred: 25.21 deg. took: 10.42 ms | cam=0.83 prep=1.43 pred=8.16
pred: 25.03 deg. took: 10.51 ms | cam=0.84 prep=1.47 pred=8.20
pred: 23.34 deg. took: 10.38 ms | cam=0.82 prep=1.46 pred=8.10
pred: 23.55 deg. took: 10.35 ms | cam=0.89 prep=1.43 pred=8.03
pred: 24.62 deg. took: 10.25 ms | cam=0.86 prep=1.47 pred=7.92
pred: 24.91 deg. took: 10.27 ms | cam=0.82 prep=1.43 pred=8.02
pred: 28.40 deg. took: 10.41 ms | cam=0.85 prep=1.46 pred=8.10
pred: 27.41 deg. took: 10.19 ms | cam=0.87 prep=1.45 pred=7.88
pred: 28.22 deg. took: 10.43 ms | cam=0.83 prep=1.46 pred=8.14
pred: 26.14 deg. took: 21.15 ms | cam=0.84 prep=1.45 pred=18.86
pred: 21.13 deg. took: 10.41 ms | cam=0.82 prep=1.47 pred=8.12
pred: 18.89 deg. took: 10.44 ms | cam=0.90 prep=1.35 pred=8.19
pred: 20.48 deg. took: 10.94 ms | cam=0.84 prep=1.44 pred=8.65
pred: 21.59 deg. took: 10.25 ms | cam=0.81 prep=1.46 pred=7.97
pred: 16.29 deg. took: 11.53 ms | cam=0.85 prep=1.45 pred=9.23
pred: 17.06 deg. took: 10.18 ms | cam=0.82 prep=1.42 pred=7.93
pred: 16.19 deg. took: 11.72 ms | cam=0.93 prep=1.45 pred=9.35
pred: 13.76 deg. took: 10.64 ms | cam=0.83 prep=1.48 pred=8.33
pred: 4.29 deg. took: 11.43 ms | cam=0.82 prep=1.43 pred=9.18
pred: 3.63 deg. took: 10.58 ms | cam=0.90 prep=1.44 pred=8.23
pred: 5.51 deg. took: 10.49 ms | cam=0.84 prep=1.43 pred=8.22
pred: 11.83 deg. took: 10.35 ms | cam=0.85 prep=1.48 pred=8.01
pred: 20.77 deg. took: 10.59 ms | cam=0.82 prep=1.43 pred=8.33
pred: 21.62 deg. took: 10.36 ms | cam=0.81 prep=1.45 pred=8.09
pred: 15.83 deg. took: 10.46 ms | cam=0.87 prep=1.43 pred=8.15
pred: 10.13 deg. took: 10.30 ms | cam=0.74 prep=1.36 pred=8.19
pred: 9.10 deg. took: 10.62 ms | cam=0.85 prep=1.49 pred=8.27
pred: 9.64 deg. took: 10.58 ms | cam=0.82 prep=1.48 pred=8.27
pred: 5.92 deg. took: 10.49 ms | cam=0.86 prep=1.46 pred=8.17
pred: 4.44 deg. took: 10.77 ms | cam=0.90 prep=1.49 pred=8.39
pred: -1.02 deg. took: 10.44 ms | cam=0.82 prep=1.46 pred=8.15
pred: -5.10 deg. took: 10.08 ms | cam=0.87 prep=1.44 pred=7.77
pred: -5.80 deg. took: 10.74 ms | cam=0.83 prep=1.49 pred=8.42
pred: -6.92 deg. took: 10.08 ms | cam=0.83 prep=1.43 pred=7.81
pred: -7.58 deg. took: 10.21 ms | cam=0.88 prep=1.48 pred=7.85
pred: -9.59 deg. took: 11.47 ms | cam=0.83 prep=1.45 pred=9.19
pred: -14.27 deg. took: 10.31 ms | cam=0.80 prep=1.41 pred=8.10
pred: -16.74 deg. took: 10.49 ms | cam=0.82 prep=1.49 pred=8.18
pred: -21.72 deg. took: 10.11 ms | cam=0.83 prep=1.47 pred=7.81
pred: -22.45 deg. took: 10.11 ms | cam=0.86 prep=1.45 pred=7.79
pred: -20.10 deg. took: 10.54 ms | cam=0.88 prep=1.45 pred=8.22
pred: -16.68 deg. took: 10.33 ms | cam=0.85 prep=1.45 pred=8.03
pred: -10.22 deg. took: 10.32 ms | cam=0.82 prep=1.47 pred=8.03
pred: -1.36 deg. took: 10.10 ms | cam=0.82 prep=1.42 pred=7.86
pred: 3.82 deg. took: 10.13 ms | cam=0.92 prep=1.39 pred=7.82
pred: 4.33 deg. took: 10.29 ms | cam=0.82 prep=1.42 pred=8.05
pred: 11.14 deg. took: 10.52 ms | cam=0.85 prep=1.41 pred=8.25
pred: 13.06 deg. took: 10.23 ms | cam=0.82 prep=1.45 pred=7.95
pred: 22.67 deg. took: 10.51 ms | cam=0.88 prep=1.45 pred=8.19
pred: 25.11 deg. took: 10.34 ms | cam=0.87 prep=1.46 pred=8.01
pred: 24.09 deg. took: 10.48 ms | cam=0.82 prep=1.48 pred=8.18
pred: 25.12 deg. took: 10.53 ms | cam=0.85 prep=1.44 pred=8.24
pred: 24.65 deg. took: 10.40 ms | cam=0.88 prep=1.39 pred=8.12
pred: 25.73 deg. took: 10.27 ms | cam=0.83 prep=1.43 pred=8.01
pred: 25.28 deg. took: 10.40 ms | cam=0.86 prep=1.42 pred=8.12
pred: 24.17 deg. took: 10.45 ms | cam=0.83 prep=1.46 pred=8.17
pred: 25.30 deg. took: 10.57 ms | cam=0.86 prep=1.43 pred=8.28
pred: 24.77 deg. took: 10.55 ms | cam=0.90 prep=1.39 pred=8.26
pred: 22.93 deg. took: 10.46 ms | cam=0.82 prep=1.46 pred=8.18
pred: 22.88 deg. took: 10.22 ms | cam=0.85 prep=1.43 pred=7.94
pred: 26.80 deg. took: 10.30 ms | cam=0.76 prep=1.45 pred=8.09
pred: 26.31 deg. took: 10.41 ms | cam=0.90 prep=1.46 pred=8.04
pred: 24.42 deg. took: 10.29 ms | cam=0.87 prep=1.46 pred=7.96
pred: 23.86 deg. took: 10.38 ms | cam=0.82 prep=1.46 pred=8.10
pred: 25.60 deg. took: 12.91 ms | cam=0.88 prep=1.49 pred=10.53
pred: 26.32 deg. took: 10.29 ms | cam=0.83 prep=1.47 pred=7.99
pred: 27.43 deg. took: 10.58 ms | cam=0.94 prep=1.46 pred=8.18
pred: 25.95 deg. took: 10.40 ms | cam=0.82 prep=1.48 pred=8.10
pred: 26.30 deg. took: 10.18 ms | cam=0.82 prep=1.43 pred=7.93
pred: 26.20 deg. took: 10.50 ms | cam=0.84 prep=1.48 pred=8.17
pred: 26.79 deg. took: 11.40 ms | cam=0.82 prep=1.44 pred=9.14
pred: 24.23 deg. took: 10.21 ms | cam=0.91 prep=1.42 pred=7.88
pred: 24.40 deg. took: 10.26 ms | cam=0.85 prep=1.47 pred=7.94
pred: 25.08 deg. took: 10.28 ms | cam=0.86 prep=1.45 pred=7.97
pred: 25.20 deg. took: 10.21 ms | cam=0.85 prep=1.48 pred=7.88
pred: 24.31 deg. took: 10.57 ms | cam=0.82 prep=1.49 pred=8.26
pred: 23.30 deg. took: 10.42 ms | cam=0.92 prep=1.47 pred=8.04
pred: 24.01 deg. took: 22.00 ms | cam=0.85 prep=1.46 pred=19.70
pred: 21.04 deg. took: 11.32 ms | cam=0.83 prep=1.45 pred=9.04
pred: 19.36 deg. took: 10.28 ms | cam=0.84 prep=1.45 pred=7.99
pred: 24.61 deg. took: 10.99 ms | cam=0.82 prep=1.52 pred=8.65
pred: 23.80 deg. took: 10.94 ms | cam=0.86 prep=1.49 pred=8.59
pred: 21.73 deg. took: 10.43 ms | cam=0.82 prep=1.45 pred=8.16
pred: 19.60 deg. took: 10.08 ms | cam=0.88 prep=1.45 pred=7.76
pred: 20.20 deg. took: 11.09 ms | cam=0.85 prep=1.47 pred=8.77
pred: 19.32 deg. took: 10.32 ms | cam=0.82 prep=1.48 pred=8.02
pred: 16.88 deg. took: 11.30 ms | cam=0.89 prep=1.50 pred=8.91
pred: 20.06 deg. took: 10.13 ms | cam=0.72 prep=1.41 pred=8.00
pred: 18.23 deg. took: 10.29 ms | cam=0.88 prep=1.48 pred=7.93
pred: 17.52 deg. took: 11.41 ms | cam=0.86 prep=1.47 pred=9.08
pred: 11.15 deg. took: 10.30 ms | cam=0.82 prep=1.47 pred=8.01
pred: 9.66 deg. took: 13.22 ms | cam=0.86 prep=1.45 pred=10.91
pred: 18.28 deg. took: 10.67 ms | cam=0.82 prep=1.50 pred=8.35
pred: 13.79 deg. took: 10.29 ms | cam=0.83 prep=1.36 pred=8.10
pred: 12.41 deg. took: 10.09 ms | cam=0.86 prep=1.45 pred=7.78
pred: 9.69 deg. took: 16.52 ms | cam=0.83 prep=1.48 pred=14.21
pred: 5.24 deg. took: 10.34 ms | cam=0.86 prep=1.47 pred=8.01
pred: 2.26 deg. took: 10.82 ms | cam=0.82 prep=1.45 pred=8.55
pred: -4.36 deg. took: 10.11 ms | cam=0.89 prep=1.48 pred=7.74
pred: -6.04 deg. took: 10.27 ms | cam=0.84 prep=1.48 pred=7.95
pred: -7.49 deg. took: 10.07 ms | cam=0.84 prep=1.50 pred=7.73
pred: -9.09 deg. took: 10.43 ms | cam=0.85 prep=1.50 pred=8.08
pred: -15.98 deg. took: 11.49 ms | cam=0.83 prep=1.44 pred=9.22
pred: -18.73 deg. took: 11.22 ms | cam=0.87 prep=1.47 pred=8.89
pred: -19.94 deg. took: 10.59 ms | cam=0.87 prep=1.46 pred=8.26
pred: -18.01 deg. took: 10.17 ms | cam=0.82 prep=1.42 pred=7.93
pred: -19.09 deg. took: 10.37 ms | cam=0.85 prep=1.45 pred=8.06
pred: -13.37 deg. took: 10.35 ms | cam=0.82 prep=1.51 pred=8.03
pred: -5.63 deg. took: 10.54 ms | cam=0.82 prep=1.49 pred=8.24
pred: -6.37 deg. took: 10.25 ms | cam=0.91 prep=1.47 pred=7.87
pred: 0.39 deg. took: 11.01 ms | cam=0.83 prep=1.48 pred=8.71
pred: 2.73 deg. took: 10.34 ms | cam=0.85 prep=1.47 pred=8.02
pred: 2.63 deg. took: 11.63 ms | cam=0.86 prep=1.46 pred=9.31
pred: 0.74 deg. took: 10.16 ms | cam=0.87 prep=1.45 pred=7.84
pred: -1.40 deg. took: 10.37 ms | cam=0.90 prep=1.47 pred=8.00
pred: -1.00 deg. took: 10.69 ms | cam=0.88 prep=1.48 pred=8.33
pred: 2.87 deg. took: 10.58 ms | cam=0.86 prep=1.48 pred=8.24
pred: 3.63 deg. took: 10.42 ms | cam=0.82 prep=1.44 pred=8.16
pred: 6.09 deg. took: 10.04 ms | cam=0.83 prep=1.41 pred=7.80
pred: 12.99 deg. took: 10.62 ms | cam=0.88 prep=1.53 pred=8.20
pred: 21.42 deg. took: 10.38 ms | cam=0.82 prep=1.43 pred=8.13
pred: 23.28 deg. took: 10.51 ms | cam=0.84 prep=1.46 pred=8.21
pred: 23.00 deg. took: 10.39 ms | cam=0.83 prep=1.46 pred=8.10
pred: 22.14 deg. took: 10.55 ms | cam=0.82 prep=1.45 pred=8.28
pred: 24.37 deg. took: 10.30 ms | cam=0.82 prep=1.45 pred=8.03
pred: 25.71 deg. took: 10.20 ms | cam=0.82 prep=1.44 pred=7.94
pred: 28.44 deg. took: 10.37 ms | cam=0.89 prep=1.46 pred=8.02
pred: 28.73 deg. took: 10.79 ms | cam=0.85 prep=1.51 pred=8.43
pred: 26.72 deg. took: 10.56 ms | cam=0.83 prep=1.46 pred=8.27
pred: 27.26 deg. took: 10.43 ms | cam=0.88 prep=1.45 pred=8.11
pred: 26.31 deg. took: 10.20 ms | cam=0.82 prep=1.46 pred=7.92
pred: 27.52 deg. took: 10.73 ms | cam=0.93 prep=1.45 pred=8.36
pred: 28.41 deg. took: 11.24 ms | cam=0.82 prep=1.47 pred=8.94
pred: 28.23 deg. took: 11.44 ms | cam=0.82 prep=1.45 pred=9.16
pred: 24.51 deg. took: 10.28 ms | cam=0.84 prep=1.44 pred=8.00
pred: 24.70 deg. took: 17.64 ms | cam=0.84 prep=1.44 pred=15.36
pred: 25.33 deg. took: 10.32 ms | cam=0.88 prep=1.43 pred=8.01
pred: 27.36 deg. took: 10.29 ms | cam=0.89 prep=1.47 pred=7.93
pred: 29.22 deg. took: 10.34 ms | cam=0.82 prep=1.46 pred=8.06
pred: 28.82 deg. took: 12.50 ms | cam=0.85 prep=1.48 pred=10.16
pred: 26.90 deg. took: 10.51 ms | cam=0.82 prep=1.47 pred=8.22
pred: 24.91 deg. took: 10.39 ms | cam=0.88 prep=1.47 pred=8.04
pred: 24.69 deg. took: 10.23 ms | cam=0.86 prep=1.42 pred=7.96
pred: 26.17 deg. took: 10.37 ms | cam=0.82 prep=1.47 pred=8.08
pred: 24.08 deg. took: 10.20 ms | cam=0.83 prep=1.48 pred=7.89
pred: 21.29 deg. took: 10.37 ms | cam=0.82 prep=1.46 pred=8.09
pred: 18.74 deg. took: 10.49 ms | cam=0.87 prep=1.48 pred=8.14
pred: 17.40 deg. took: 10.47 ms | cam=0.87 prep=1.50 pred=8.10
pred: 10.03 deg. took: 10.22 ms | cam=0.83 prep=1.45 pred=7.94
pred: 6.06 deg. took: 10.37 ms | cam=0.85 prep=1.48 pred=8.04
pred: 6.96 deg. took: 10.68 ms | cam=0.82 prep=1.40 pred=8.46
pred: 5.97 deg. took: 10.37 ms | cam=0.90 prep=1.51 pred=7.96
pred: 6.60 deg. took: 10.26 ms | cam=0.83 prep=1.48 pred=7.95
pred: 6.39 deg. took: 10.62 ms | cam=0.82 prep=1.48 pred=8.32
pred: 6.32 deg. took: 10.49 ms | cam=0.87 prep=1.47 pred=8.15
pred: 7.62 deg. took: 10.24 ms | cam=0.83 prep=1.49 pred=7.92
pred: 1.30 deg. took: 10.41 ms | cam=0.91 prep=1.50 pred=8.00
pred: -0.28 deg. took: 10.35 ms | cam=0.82 prep=1.51 pred=8.02
pred: -6.22 deg. took: 10.42 ms | cam=0.74 prep=1.38 pred=8.30
pred: -8.72 deg. took: 10.55 ms | cam=0.87 prep=1.48 pred=8.20
pred: -5.72 deg. took: 10.33 ms | cam=0.89 prep=1.46 pred=7.98
pred: -7.39 deg. took: 10.68 ms | cam=0.86 prep=1.48 pred=8.33
pred: -8.51 deg. took: 10.62 ms | cam=0.85 prep=1.51 pred=8.26
pred: -6.89 deg. took: 10.67 ms | cam=0.86 prep=1.50 pred=8.32
pred: -10.07 deg. took: 10.68 ms | cam=0.86 prep=1.49 pred=8.33
pred: -10.57 deg. took: 10.42 ms | cam=0.84 prep=1.50 pred=8.08
pred: -7.93 deg. took: 10.44 ms | cam=0.90 prep=1.49 pred=8.05
pred: -12.74 deg. took: 10.15 ms | cam=0.82 prep=1.47 pred=7.86
pred: -10.07 deg. took: 10.34 ms | cam=0.82 prep=1.47 pred=8.05
pred: -6.17 deg. took: 23.04 ms | cam=0.85 prep=1.43 pred=20.76
pred: -3.07 deg. took: 10.52 ms | cam=0.82 prep=1.47 pred=8.23
pred: -0.30 deg. took: 10.58 ms | cam=0.85 prep=1.39 pred=8.34
pred: 2.69 deg. took: 10.50 ms | cam=0.84 prep=1.48 pred=8.18
pred: 2.22 deg. took: 10.90 ms | cam=0.81 prep=1.47 pred=8.63
pred: -5.46 deg. took: 10.22 ms | cam=0.87 prep=1.49 pred=7.87
pred: -0.30 deg. took: 10.49 ms | cam=0.82 prep=1.48 pred=8.19
pred: 3.31 deg. took: 10.56 ms | cam=0.90 prep=1.48 pred=8.18
pred: 4.27 deg. took: 10.60 ms | cam=0.83 prep=1.50 pred=8.27
pred: 2.47 deg. took: 10.52 ms | cam=0.82 prep=1.50 pred=8.19
pred: 1.06 deg. took: 10.38 ms | cam=0.87 prep=1.50 pred=8.01
pred: 1.52 deg. took: 10.58 ms | cam=0.83 prep=1.49 pred=8.27
pred: 10.55 deg. took: 10.44 ms | cam=0.90 prep=1.48 pred=8.06
pred: 11.99 deg. took: 22.94 ms | cam=0.85 prep=1.43 pred=20.66
pred: 11.63 deg. took: 10.37 ms | cam=0.82 prep=1.51 pred=8.04
pred: 15.55 deg. took: 10.31 ms | cam=0.85 prep=1.39 pred=8.07
pred: 19.77 deg. took: 10.51 ms | cam=0.89 prep=1.46 pred=8.16
pred: 22.80 deg. took: 10.58 ms | cam=0.86 prep=1.48 pred=8.24
pred: 21.53 deg. took: 10.44 ms | cam=0.83 prep=1.46 pred=8.15
pred: 19.67 deg. took: 10.46 ms | cam=0.82 prep=1.52 pred=8.13
pred: 21.08 deg. took: 10.49 ms | cam=0.90 prep=1.50 pred=8.09
pred: 19.99 deg. took: 10.46 ms | cam=0.82 prep=1.48 pred=8.16
pred: 17.64 deg. took: 10.37 ms | cam=0.85 prep=1.49 pred=8.03
pred: 24.95 deg. took: 10.55 ms | cam=0.81 prep=1.46 pred=8.27
pred: 25.03 deg. took: 10.56 ms | cam=0.83 prep=1.45 pred=8.28
pred: 25.03 deg. took: 10.51 ms | cam=0.88 prep=1.46 pred=8.17
pred: 23.28 deg. took: 10.43 ms | cam=0.82 prep=1.48 pred=8.13
pred: 20.45 deg. took: 10.44 ms | cam=0.91 prep=1.47 pred=8.06
pred: 21.41 deg. took: 11.22 ms | cam=0.88 prep=1.51 pred=8.83
pred: 22.33 deg. took: 10.40 ms | cam=0.86 prep=1.44 pred=8.10
pred: 22.87 deg. took: 10.41 ms | cam=0.87 prep=1.45 pred=8.09
pred: 22.05 deg. took: 11.43 ms | cam=0.82 prep=1.50 pred=9.11
pred: 19.55 deg. took: 25.44 ms | cam=0.86 prep=1.49 pred=23.09
pred: 16.74 deg. took: 10.64 ms | cam=0.90 prep=1.45 pred=8.30
pred: 15.58 deg. took: 10.00 ms | cam=0.78 prep=1.39 pred=7.83
pred: 19.62 deg. took: 12.19 ms | cam=0.86 prep=1.45 pred=9.87
pred: 19.50 deg. took: 10.53 ms | cam=0.82 prep=1.44 pred=8.28
pred: 21.55 deg. took: 10.30 ms | cam=0.86 prep=1.45 pred=7.99
pred: 22.67 deg. took: 11.18 ms | cam=0.88 prep=1.46 pred=8.84
pred: 19.78 deg. took: 10.23 ms | cam=0.83 prep=1.45 pred=7.94
pred: 16.48 deg. took: 10.22 ms | cam=0.85 prep=1.47 pred=7.90
pred: 16.55 deg. took: 10.48 ms | cam=0.83 prep=1.46 pred=8.19
pred: 17.96 deg. took: 11.38 ms | cam=0.87 prep=1.47 pred=9.04
pred: 14.26 deg. took: 10.42 ms | cam=0.86 prep=1.49 pred=8.06
pred: 14.06 deg. took: 11.82 ms | cam=0.82 prep=1.47 pred=9.52
pred: 14.02 deg. took: 10.47 ms | cam=0.85 prep=1.47 pred=8.15
pred: 12.63 deg. took: 10.33 ms | cam=0.84 prep=1.47 pred=8.03
pred: 16.45 deg. took: 10.37 ms | cam=0.85 prep=1.49 pred=8.03
pred: 15.72 deg. took: 11.16 ms | cam=0.86 prep=1.45 pred=8.85
pred: 13.77 deg. took: 10.40 ms | cam=0.84 prep=1.46 pred=8.11
pred: 13.74 deg. took: 10.48 ms | cam=0.84 prep=1.50 pred=8.15
pred: 14.28 deg. took: 10.36 ms | cam=0.84 prep=1.37 pred=8.16
pred: 7.86 deg. took: 10.52 ms | cam=0.88 prep=1.47 pred=8.16
pred: 6.30 deg. took: 10.53 ms | cam=0.87 prep=1.49 pred=8.17
pred: 5.49 deg. took: 10.36 ms | cam=0.82 prep=1.43 pred=8.11
pred: 1.84 deg. took: 11.31 ms | cam=0.86 prep=1.49 pred=8.95
pred: -0.29 deg. took: 10.68 ms | cam=0.83 prep=1.48 pred=8.36
pred: 1.37 deg. took: 10.31 ms | cam=0.86 prep=1.47 pred=7.98
pred: 3.93 deg. took: 10.48 ms | cam=0.90 prep=1.45 pred=8.13
pred: 5.86 deg. took: 11.12 ms | cam=0.83 prep=1.49 pred=8.80
pred: 8.41 deg. took: 10.54 ms | cam=0.84 prep=1.44 pred=8.26
pred: 7.27 deg. took: 10.25 ms | cam=0.84 prep=1.44 pred=7.97
pred: 2.78 deg. took: 10.34 ms | cam=0.74 prep=1.38 pred=8.21
pred: -0.02 deg. took: 10.78 ms | cam=0.89 prep=1.48 pred=8.42
pred: 1.03 deg. took: 10.15 ms | cam=0.85 prep=1.47 pred=7.83
pred: 5.44 deg. took: 10.24 ms | cam=0.84 prep=1.46 pred=7.93
pred: 2.03 deg. took: 10.37 ms | cam=0.85 prep=1.49 pred=8.03
pred: 4.46 deg. took: 10.73 ms | cam=0.84 prep=1.46 pred=8.43
pred: 4.65 deg. took: 10.56 ms | cam=0.86 prep=1.46 pred=8.24
pred: 9.80 deg. took: 10.28 ms | cam=0.84 prep=1.48 pred=7.96
pred: 12.33 deg. took: 11.32 ms | cam=0.85 prep=1.47 pred=9.00
pred: -1.49 deg. took: 10.26 ms | cam=0.82 prep=1.48 pred=7.95
pred: -5.48 deg. took: 10.35 ms | cam=0.87 prep=1.46 pred=8.01
pred: 0.02 deg. took: 10.86 ms | cam=0.82 prep=1.45 pred=8.59
pred: 2.57 deg. took: 11.22 ms | cam=0.82 prep=1.46 pred=8.93
pred: 17.56 deg. took: 10.35 ms | cam=0.91 prep=1.47 pred=7.96
pred: 23.94 deg. took: 10.23 ms | cam=0.83 prep=1.48 pred=7.92
pred: 30.06 deg. took: 10.49 ms | cam=0.85 prep=1.48 pred=8.16
pred: 30.72 deg. took: 10.95 ms | cam=0.85 prep=1.45 pred=8.65
pred: 28.16 deg. took: 10.12 ms | cam=0.82 prep=1.45 pred=7.86
pred: 27.25 deg. took: 11.21 ms | cam=0.89 prep=1.42 pred=8.90
pred: 27.04 deg. took: 10.47 ms | cam=0.84 prep=1.44 pred=8.18
pred: 26.33 deg. took: 10.82 ms | cam=0.87 prep=1.50 pred=8.45
pred: 27.59 deg. took: 10.45 ms | cam=0.83 prep=1.44 pred=8.18
pred: 27.72 deg. took: 10.55 ms | cam=0.83 prep=1.46 pred=8.26
pred: 27.37 deg. took: 10.28 ms | cam=0.85 prep=1.48 pred=7.95
